ATL, 404085
BOS, 404169
BRK, 404117
CHA, 664421
CHO, 664421
CHI, 404198
CLE, 404213
DAL, 404047
DEN, 404065
DET, 404153
GSW, 404119
HOU, 404137
IND, 404155
LAC, 404135
LAL, 403977
MEM, 404049
MIA, 404171
MIL, 404011
MIN, 403995
NOP, 404101
NOH, 404101
NYK, 404288
OKC, 404316
ORL, 404013
PHI, 404083
PHO, 404029
POR, 403993
SAC, 403975
SAS, 404302
TOR, 404330
UTA, 404031
WAS, 404067
