26, 2014-12-17, Home, MIL, W, 104, 97, 41, 87, 7, 23, 15, 29, 16, 52, 25, 4, 3, 14, 19, 37, 77, 7, 19, 16, 22, 5, 32, 16, 8, 0, 13, 25, L, -10
27, 2014-12-19, Away, SAS, None, 129, 119, 47, 110, 13, 35, 22, 23, 15, 58, 18, 12, 5, 14, 24, 45, 109, 8, 20, 21, 26, 17, 60, 24, 8, 4, 16, 22, W, 4.5
28, 2014-12-20, Away, NOP, W, 114, 88, 48, 90, 9, 25, 9, 15, 10, 45, 25, 11, 3, 13, 25, 30, 85, 3, 15, 25, 28, 20, 48, 15, 7, 6, 16, 11, W, 5.5
29, 2014-12-22, Away, HOU, L, 95, 110, 34, 76, 10, 27, 17, 18, 5, 35, 19, 9, 5, 22, 23, 41, 87, 13, 36, 15, 20, 7, 42, 22, 14, 3, 16, 22, L, 5
30, 2014-12-23, Away, OKC, None, 115, 111, 38, 91, 17, 31, 22, 24, 9, 46, 22, 6, 2, 14, 20, 46, 101, 6, 19, 13, 15, 13, 53, 20, 8, 5, 11, 28, W, 4.5
31, 2014-12-26, Home, PHI, W, 114, 93, 42, 88, 18, 43, 12, 14, 9, 48, 25, 10, 8, 19, 22, 36, 81, 3, 14, 18, 33, 9, 42, 16, 13, 7, 18, 14, W, -12.5
32, 2014-12-28, Home, NYK, W, 101, 79, 38, 81, 16, 36, 9, 12, 7, 48, 25, 8, 7, 11, 15, 31, 93, 7, 27, 10, 15, 15, 49, 19, 6, 1, 11, 13, W, -11.5
33, 2014-12-30, Home, TOR, None, 102, 97, 38, 95, 12, 36, 14, 18, 15, 51, 21, 5, 8, 14, 17, 40, 99, 4, 22, 13, 15, 13, 49, 14, 10, 2, 10, 21, W, -3.5
34, 2015-01-03, Home, ATL, L, 107, 115, 42, 93, 13, 33, 10, 12, 11, 44, 24, 6, 7, 18, 23, 43, 84, 6, 17, 23, 31, 10, 46, 17, 9, 5, 14, 15, L, -6
35, 2015-01-05, Home, LAL, W, 98, 94, 33, 83, 11, 26, 21, 24, 10, 45, 18, 7, 4, 9, 12, 37, 88, 4, 14, 16, 20, 11, 49, 20, 5, 0, 10, 20, L, -12.5
36, 2015-01-08, Home, MIA, W, 99, 83, 40, 95, 8, 27, 11, 15, 15, 50, 19, 5, 6, 7, 21, 29, 77, 3, 14, 22, 30, 10, 42, 15, 6, 7, 9, 13, W, -8.5
37, 2015-01-10, Home, ORL, W, 103, 92, 36, 76, 10, 26, 21, 26, 6, 43, 22, 6, 8, 20, 17, 37, 92, 3, 21, 15, 20, 17, 49, 22, 10, 0, 16, 22, L, -14
38, 2015-01-11, Away, LAL, W, 106, 94, 41, 86, 13, 31, 11, 17, 6, 43, 28, 5, 0, 11, 18, 36, 81, 7, 22, 15, 19, 7, 45, 29, 2, 4, 13, 22, W, -5.5
39, 2015-01-14, Home, LAC, L, 94, 100, 35, 87, 6, 26, 18, 20, 11, 48, 22, 5, 1, 12, 18, 37, 88, 8, 23, 18, 19, 7, 44, 20, 9, 2, 7, 22, L, -3.5
40, 2015-01-16, Away, SAS, L, 96, 110, 37, 74, 6, 19, 16, 20, 2, 32, 20, 6, 6, 16, 15, 42, 94, 11, 29, 15, 17, 15, 49, 34, 12, 4, 12, 18, L, 4.5
41, 2015-01-17, Away, MEM, L, 98, 102, 36, 93, 13, 36, 13, 15, 15, 40, 20, 7, 5, 7, 22, 39, 77, 8, 15, 16, 24, 11, 50, 21, 4, 4, 14, 18, L, 2.5
42, 2015-01-19, Home, SAC, W, 98, 94, 35, 88, 11, 36, 17, 26, 9, 35, 21, 16, 3, 13, 21, 34, 76, 4, 12, 22, 30, 11, 53, 13, 8, 5, 21, 22, L, -9.5
43, 2015-01-21, Away, PHO, L, 113, 118, 39, 87, 13, 32, 22, 28, 10, 44, 21, 8, 4, 14, 18, 47, 92, 9, 27, 15, 24, 11, 50, 24, 11, 1, 13, 21, W, 7.5
44, 2015-01-22, Home, BOS, L, 89, 90, 33, 89, 9, 28, 14, 19, 13, 45, 16, 8, 6, 10, 13, 39, 87, 7, 19, 5, 7, 10, 47, 23, 8, 5, 16, 19, L, -7
45, 2015-01-24, Home, WAS, W, 103, 96, 35, 87, 13, 31, 20, 20, 8, 44, 22, 8, 1, 12, 14, 40, 82, 5, 15, 11, 14, 2, 41, 24, 8, 3, 12, 19, W, 3.5
46, 2015-01-28, Away, CLE, L, 94, 99, 35, 80, 10, 31, 14, 17, 11, 39, 18, 5, 5, 8, 20, 34, 85, 15, 37, 16, 18, 14, 46, 16, 3, 1, 8, 15, L, 2.5
47, 2015-01-30, Away, ATL, L, 99, 105, 39, 87, 11, 30, 10, 11, 9, 46, 25, 7, 3, 17, 20, 40, 84, 11, 23, 14, 22, 7, 42, 26, 12, 4, 13, 17, L, 5
48, 2015-01-31, Away, MIL, L, 88, 95, 33, 89, 9, 31, 13, 18, 11, 44, 19, 11, 3, 16, 15, 37, 82, 8, 21, 13, 14, 9, 50, 22, 12, 8, 17, 19, L, -2
49, 2015-02-03, Home, UTA, W, 103, 102, 36, 76, 7, 23, 24, 34, 12, 45, 18, 8, 6, 14, 20, 39, 85, 6, 13, 18, 26, 14, 41, 18, 8, 4, 10, 23, L, -8.5
50, 2015-02-05, Home, PHO, W, 108, 87, 40, 90, 8, 31, 20, 23, 13, 57, 21, 7, 7, 14, 14, 34, 88, 6, 23, 13, 17, 11, 42, 20, 11, 2, 16, 21, W, -5
51, 2015-02-07, Away, DAL, None, 101, 111, 37, 89, 10, 32, 17, 24, 17, 58, 24, 11, 4, 22, 21, 43, 105, 14, 36, 11, 16, 20, 55, 21, 11, 7, 15, 20, L, 2.5
